        lS     MSdm       omega
9.6495      63.3359    2.55e-07
1.49495     61.1181    5.13e-06
3.67029     85.3725    0.000673
8.88921     49.3996    0.000512
9.01466     25.8603    0.00126
6.51101     27.4179    0.000774
4.72994     21.0642    0.000792
6.11663     49.0425    0.000286
4.87881     81.242     7.92e-05
1.77059     89.3202    0.00389
2.01872     78.537     0.000668
3.00561     66.2897    2.98e-05
2.68699     78.711     0.000373
3.23474     25.2374    0.000931
0.948702    88.9478    0.0125
7.80581     41.3928    0.000628
7.65919     61.4218    3.67e-05
0.267574    77.4414    0.0346
3.04292     61.4277    6.94e-06
6.22842     98.5583    0.000672
9.70848     54.3167    0.000393
4.29994     27.6625    0.000665
6.15449     45.7279    0.00036
1.44762     86.8975    0.00466
6.55542     25.0315    0.000829
9.55323     47.5854    0.000653
0.353475    75.2604    0.0177
4.88108     49.7615    0.000209
1.6761      98.1746    0.00823
6.44515     72.738     4.32e-05
6.48866     44.7496    0.000407
3.46405     31.3916    0.00068
0.0897465   43.1074    0.264
0.0945147   51.2749    0.0532
5.63888     47.5486    0.000288
3.48034     39.8001    0.000442
2.09198     63.9311    1.18e-05
6.60508     68.6033    1.53e-05
9.30717     20.9475    0.00148
6.60121     59.9954    6.22e-05
0.35208     93.7843    0.122
9.48265     35.5147    0.00107
8.04093     54.0166    0.000288
0.605067    30.368     0.0156
8.59132     80.2031    2.3e-05
3.18286     80.7905    0.000166
2.37827     96.4606    0.00375
0.679845    72.0005    0.0029
5.42302     75.9807    0.000101
8.46347     98.4948    0.00037
1.1303      92.0037    0.0114
2.11976     92.2482    0.00347
1.38438     33.7243    0.00274
0.128728    70.6443    0.0537
9.71087     39.499     0.000974
0.432344    30.3958    0.0296
7.67482     22.8655    0.00106
4.62367     66.8365    1.64e-05
9.72275     33.6626    0.00117
3.84322     66.4412    1.98e-05
3.84045     56.7281    6.59e-05
8.74517     67.1537    5.39e-06
2.50606     43.6062    0.000457
5.79347     28.8968    0.000671
9.60083     98.9934    0.000299
2.09619     43.7138    0.000623
0.797889    28.7505    0.00989
6.12297     32.522     0.000629
9.58859     58.9915    0.000174
1.38247     64.4776    4.46e-05
9.84397     97.0585    0.000252
6.03029     20.1237    0.000873
6.3651      49.6468    0.000289
6.07527     43.7761    0.000395
5.61268     46.7206    0.000303
0.743227    65.2086    0.000253
7.5636      63.5005    5.41e-07
1.35393     20.1937    0.00495
9.30358     83.7812    6.88e-05
3.52391     43.0104    0.000353
4.56005     44.5995    0.0003
2.13926     41.9288    0.000699
2.64794     35.5102    0.00072
8.56709     65.1485    2.07e-06
1.7849      49.4948    0.000437
0.728418    36.8434    0.00784
8.90252     34.2656    0.000994
7.68446     99.1957    0.000466
7.02776     44.2081    0.000469
5.8418      24.4564    0.000762
0.89726     54.3896    0.000603
7.27924     98.1629    0.000485
9.33531     29.2199    0.00123
8.87169     62.5087    1.45e-09
6.65151     41.3744    0.000497
1.8756      26.0979    0.00215
4.79117     66.1792    1.14e-05
2.24547     64.285     1.46e-05
6.0373      53.3357    0.000191
4.93899     89.124     0.000529
3.09217     82.9648    0.000357
2.45118     20.5817    0.00157
1.81255     36.4214    0.00141
0.0898552   71.6935    0.135
1.31004     63.869     2.74e-05
3.69222     58.2382    4.33e-05
8.62667     92.2309    0.00023
9.75096     32.8686    0.00121
7.48436     96.601     0.000414
3.75338     69.8976    6.59e-05
4.63812     30.0725    0.000602
5.0578      85.5167    0.000367
1.65756     62.6412    7.77e-07
5.79521     56.0094    0.000127
4.52219     54.4623    0.000115
5.90642     58.5485    7.94e-05
7.44674     50.1468    0.000358
4.67563     68.8348    3.21e-05
7.77393     99.0819    0.000452
6.85332     75.8173    6.31e-05
2.9984      85.8322    0.00104
5.36737     74.497     8.38e-05
7.88189     41.8099    0.000626
7.19937     77.2137    6.45e-05
0.373719    30.5024    0.0388
0.172439    28.5848    0.183
2.82408     37.5841    0.000644
6.89269     42.733     0.000491
1.13215     61.9816    1.27e-06
0.764132    89.8166    0.0204
7.80108     75.2014    4.52e-05
8.04608     33.9096    0.000855
2.99222     41.6548    0.000457
4.33522     98.5068    0.00135
0.939516    87.6867    0.0115
3.44359     32.6015    0.00065
1.96466     84.3614    0.00191
2.09484     83.5704    0.00112
9.34933     49.2549    0.000566
3.34402     86.6385    0.000906
4.27461     57.9998    5.48e-05
1.89395     60.5959    9.14e-06
3.14335     36.7115    0.000588
1.25802     40.2732    0.00219
5.17404     78.4897    0.000112
7.87335     82.6317    4.89e-05
9.96153     42.7458    0.000898
8.8568      74.1471    3e-05
7.05259     39.06      0.000593
5.782       69.4622    2.54e-05
8.60298     89.8956    0.000193
6.7292      43.5542    0.000456
3.08003     81.1664    0.00019
2.78448     54.1979    0.000111
4.06795     52.765     0.000134
0.363135    25.6923    0.0498
2.92707     36.5626    0.00065
1.59848     72.0587    0.000563
4.35601     58.8812    4.4e-05
6.39997     50.1497    0.000281
1.88845     43.231     0.000795
9.39709     42.0586    0.000833
1.73701     41.6668    0.00106
6.97885     45.9624    0.000423
6.68428     39.6069    0.000539
7.4308      54.2444    0.000244
8.85774     98.7       0.000343
6.404       35.0349    0.000607
4.67729     59.4006    4.17e-05
4.61192     25.7436    0.000693
4.96019     29.5907    0.000613
6.94049     92.7711    0.000365
1.73145     78.3602    0.000923
7.89486     29.1179    0.000946
4.04001     73.2301    0.000117
5.73202     57.9164    8.74e-05
3.13947     96.8944    0.00226
3.14066     43.6841    0.000371
4.87053     54.6429    0.000121
8.51998     69.2004    1.11e-05
6.95949     38.8503    0.000586
3.71819     69.6983    6.38e-05
0.427428    33.1757    0.0265
3.7386      40.2111    0.00041
8.66174     28.772     0.0011
5.36904     66.9783    1.3e-05
3.3816      35.6537    0.000573
3.41525     42.1009    0.000386
1.2322      92.4517    0.01
3.10458     71.0735    0.000126
8.45431     99.2238    0.000388
0.532938    36.1088    0.0148
8.74568     54.4571    0.000319
7.62347     43.5013    0.000551
7.08453     27.3603    0.000854
5.24334     23.5116    0.000743
6.60482     53.7712    0.00021
2.78634     37.2992    0.000667
2.11856     65.0645    2.99e-05
0.964409    63.7316    4.23e-05
5.67852     77.6929    0.000102
5.81652     29.1732    0.000667
9.10487     34.5272    0.00102
6.44478     77.3022    7.99e-05
8.07181     94.6516    0.000313
3.7863      57.7074    5.14e-05
2.40741     78.3203    0.000496
3.3122      64.6775    9.5e-06
3.61891     97.3015    0.00177
2.69449     79.2753    0.00031
5.63797     60.6459    3.46e-05
6.0357      71.8223    4.09e-05
5.43032     61.8251    1.23e-05
8.65044     45.1808    0.000625
1.44611     99.0232    0.0115
9.85063     64.5364    1.01e-06
9.33693     32.5767    0.00113
9.20691     48.9727    0.000561
1.62822     89.2156    0.00454
7.79949     67.2034    6.86e-06
9.49172     49.8295    0.000559
1.12475     72.6507    0.00125
2.5564      39.274     0.000608
4.61508     87.3875    0.00052
5.24152     79.9573    6.19e-05
9.92979     49.6       0.000617
2.34107     66.8457    6.18e-05
6.66979     42.2429    0.00048
1.81633     99.7491    0.00779
2.75481     22.5152    0.00118
7.6115      44.4018    0.000526
9.55874     80.6712    1.92e-05
4.41715     95.6651    0.00108
0.923082    58.6732    6.39e-05
9.77537     48.9704    0.000625
9.10941     73.4184    2.51e-05
2.6626      87.3841    0.0015
3.82454     24.5178    0.000796
2.05038     49.8887    0.000317
8.92151     51.026     0.000458
8.4293      84.6404    0.000126
2.42459     60.1377    1.4e-05
1.1993      28.459     0.0046
5.11737     60.9325    2.46e-05
9.049       77.81      4.14e-05
4.62409     70.0194    4.54e-05
0.751443    82.8425    0.00528
3.83106     27.3833    0.000722
5.66082     78.9251    8.47e-05
2.20223     35.5915    0.00102
3.67051     98.9873    0.00192
1.94002     75.1598    0.000661
4.10181     68.1291    3.33e-05
7.65946     93.2289    0.000312
5.08899     61.7621    1.18e-05
5.29175     88.0644    0.000423
5.1335      82.7878    0.000121
9.96636     35.3028    0.00117
2.34016     90.2267    0.00245
1.94299     95.2341    0.00509
0.435827    54.7272    0.00171
4.31327     95.0592    0.00108
6.59693     56.988     0.000134
6.17542     63.6703    1.03e-06
8.48329     40.905     0.000733
2.7113      27.7969    0.000995
0.936888    83.9868    0.00649
0.15499     36.3536    0.153
4.56726     76.9978    0.000153
5.93553     57.1067    0.000109
8.68214     49.1418    0.000499
0.685057    31.5038    0.0117
5.68066     83.4155    0.000144
8.98559     41.4713    0.00079
3.50724     76.2574    0.000241
5.43083     60.0042    4.33e-05
8.12684     25.5107    0.00108
8.34591     56.6187    0.000218
5.29859     86.6154    0.000372
4.01817     39.8643    0.000404
8.19958     50.3219    0.000416
5.01468     29.0583    0.000625
0.399492    78.1276    0.0155
9.85993     48.0932    0.000671
5.45936     44.6781    0.000335
8.58343     93.6687    0.000259
5.84416     61.8086    1.44e-05
3.61953     40.9654    0.000399
2.58174     79.3225    0.00033
4.87764     41.7155    0.000367
1.36442     65.5746    9.62e-05
5.9166      95.38      0.0006
9.78828     48.4428    0.000648
5.37217     88.6222    0.000431
6.04177     25.809     0.000754
8.80036     49.1241    0.000512
7.7293      52.6289    0.000309
0.917419    50.1147    0.00142
4.34858     20.1474    0.000836
0.118535    99.4899    1.43
8.55039     32.8461    0.000969
4.74763     28.5125    0.000633
2.32394     31.4874    0.00114
3.43022     96.5286    0.00186
6.19045     48.8536    0.000295
3.25429     23.5591    0.000979
9.7047      68.8099    7.72e-06
2.77421     39.6817    0.000579
2.07259     20.665     0.00216
6.4669      86.4571    0.000249
7.73694     82.8507    5.62e-05
5.10328     90.5254    0.000557
2.88592     76.006     0.000342
1.39259     48.7085    0.000783
9.13486     57.6181    0.000217
6.05766     79.93      4.71e-05
3.07218     41.1228    0.00046
7.98488     86.9198    0.000173
6.14002     50.5824    0.000256
3.61199     72.667     0.000131
3.82415     71.767     9.79e-05
8.01711     87.0385    0.000173
9.25481     92.3307    0.000203
3.94859     36.8952    0.000477
2.3781      46.2586    0.000386
5.51506     65.0122    4.47e-06
7.35354     34.6232    0.000732
7.68117     61.2245    4.33e-05
1.45764     26.8189    0.00339
2.33394     37.6243    0.000806
1.81279     40.7946    0.00105
4.76797     96.0792    0.000955
0.0436204   31.7709    2.12
2.65411     92.9848    0.00237
7.72945     44.9446    0.000524
2.4797      75.774     0.000446
6.56712     25.1899    0.000827
0.399892    31.8796    0.032
6.17147     60.7745    3.82e-05
8.30936     32.6187    0.000932
1.29696     90.92      0.00806
6.71417     50.5235    0.000294
2.47083     71.1266    0.000199
4.26576     48.6174    0.000214
9.29546     56.15      0.000287
7.97994     50.5752    0.00039
3.50436     71.5799    0.000112
4.55906     62.0865    5.69e-06
2.17918     20.2464    0.00199
2.70752     85.4984    0.00123
9.23115     71.205     1.57e-05
8.04999     32.2216    0.000898
4.39914     47.4226    0.00024
1.27763     96.3371    0.0123
6.80798     31.2163    0.000733
5.66418     63.1719    5.25e-07
6.54645     57.627     0.000117
6.43817     34.9478    0.000612
9.10574     91.0898    0.00019
1.32249     48.9767    0.000833
3.96731     39.0522    0.000425
5.98451     97.8021    0.000691
6.11391     22.5754    0.000827
5.245       98.2166    0.000916
3.38439     38.1285    0.000501
7.57555     67.0259    6.77e-06
1.43897     93.3004    0.0079
2.45978     90.4164    0.00226
8.78522     45.8003    0.000622
7.10062     69.6513    1.79e-05
5.22656     23.8691    0.000735
4.95485     48.4442    0.000237
6.18515     97.7627    0.000647
2.66614     47.1637    0.000325
0.255937    28.0893    0.0882
3.67632     21.0093    0.000924
8.25828     54.4055    0.000289
7.46155     48.2912    0.000408
6.24031     62.9993    2.83e-07
0.443974    42.0341    0.014
8.30017     96.6928    0.000341
0.621793    94.8868    0.0444
3.22607     21.6667    0.00105
3.54776     78.7353    0.000218
8.5033      69.6045    1.25e-05
2.68601     83.4043    0.000618
1.69455     46.984     0.000668
2.02631     25.5361    0.0019
6.17905     35.4702    0.000575
1.35372     99.8438    0.0138
4.57946     95.8897    0.00102
7.40734     40.303     0.000606
1.2702      59.8054    1.92e-05
1.63627     85.5993    0.00327
4.64917     62.73      1.8e-07
3.94369     76.5697    0.000198
4.60092     81.8201    0.000103
7.41776     89.992     0.000259
4.71845     54.8372    0.000113
4.17519     87.2871    0.000625
4.93603     44.0719    0.000322
5.16551     58.5909    6.24e-05
7.66322     86.9867    0.000188
3.05608     86.8976    0.0011
9.25103     95.5975    0.000257
1.1927      41.7221    0.00217
2.43392     51.3443    0.000213
7.17146     60.4884    5.88e-05
8.25949     51.2144    0.000393
2.85469     66.1231    3.04e-05
1.30535     44.8691    0.00138
4.03322     27.0299    0.000703
1.36217     26.1844    0.00395
3.49001     53.0258    0.000125
9.11988     52.6625    0.000415
2.22198     92.2286    0.00316
7.43493     37.6714    0.000672
8.05187     53.0146    0.00032
8.73301     92.7062    0.000233
8.6183      45.4024    0.000614
6.05832     68.7657    1.9e-05
0.283028    48.3901    0.0169
4.47314     64.7347    5.52e-06
9.57357     63.1395    1.74e-07
9.5217      70.6371    1.3e-05
5.32999     79.7468    6.59e-05
5.99508     77.3457    9.19e-05
1.85927     39.3973    0.00111
5.49359     92.3952    0.000558
9.29793     94.2546    0.000231
7.45574     51.08      0.000333
2.25795     44.7143    0.000492
1.98719     87.4234    0.00265
2.86432     77.6862    0.000377
6.41499     92.0871    0.000404
6.7364      66.1189    5.7e-06
7.45846     42.7343    0.000551
1.3734      35.5207    0.00252
4.89773     59.1596    4.86e-05
4.95528     27.677     0.000651
9.58387     88.719     0.000142
9.85078     34.3011    0.00118
4.43082     29.7972    0.000612
7.51748     30.0164    0.000862
7.20942     91.6604    0.000312
9.13758     51.7675    0.000451
4.18331     31.8081    0.00058
1.27172     53.398     0.000411
6.56661     24.5829    0.00084
0.397723    22.2046    0.0475
6.89315     31.0712    0.000748
4.09916     57.3669    6.07e-05
4.94212     80.6132    6.88e-05
9.14152     46.2373    0.000652
6.32745     90.0169    0.000353
8.06255     50.7538    0.000391
9.37162     80.0124    1.98e-05
5.84345     41.0569    0.000433
1.32672     39.0712    0.00216
8.80992     95.2619    0.000276
4.50405     27.0576    0.000668
2.33087     34.3864    0.000977
9.77198     97.3859    0.000261
3.54795     73.278     0.000152
0.048265    98.4627    7.44
0.82487     32.5128    0.00783
9.59979     67.7208    5.54e-06
2.17514     74.9603    0.000515
8.84834     30.0248    0.0011
1.83759     67.014     0.000106
3.7867      71.9067    0.000103
5.25045     36.1621    0.000493
8.55654     37.8826    0.000831
3.3135      45.5344    0.000303
0.436807    72.1163    0.00698
9.84643     98.6756    0.000279
5.53428     39.8863    0.000435
4.69729     74.0366    0.000101
2.65071     42.4504    0.000506
7.8196      24.5774    0.00104
1.41256     27.3073    0.00353
4.5638      73.821     0.000103
3.68014     78.724     0.000204
0.690444    45.0739    0.00457
2.88277     93.6006    0.00212
0.29506     53.529     0.0049
3.50173     81.5416    0.000163
2.10062     57.2647    5.96e-05
3.50415     87.9823    0.000932
2.47109     70.2117    0.00016
9.47896     55.9047    0.000308
8.65714     64.6181    1.39e-06
5.83772     60.3949    4.18e-05
4.29684     70.887     6.44e-05
0.182596    72.8721    0.0432
6.2198      39.4975    0.000496
9.54405     63.4533    3.18e-07
4.28691     45.3109    0.000281
0.656661    45.7662    0.00468
5.57564     33.4462    0.000565
5.36227     79.0277    9.1e-05
8.14917     77.6646    5.09e-05
8.03045     90.5788    0.000233
2.239       51.2894    0.000226
6.62281     73.837     5e-05
2.9462      42.7088    0.000431
1.01094     47.9631    0.00159
5.60671     80.8025    5.52e-05
5.08886     97.6893    0.000938
5.05156     68.5612    2.55e-05
7.49433     90.8135    0.000271
6.49033     25.9565    0.000801
9.07508     78.3582    3.9e-05
4.78959     38.3983    0.000432
7.55725     37.069     0.000703
